Cruise ,Station,Type ,mon/day/yr,hh:mm,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth[m],Depth[m],Reference ,Doi,Pre-Press (calculated),Press ,Day ,Month ,Year ,ONI 3.4 region,ANOM 3.4 region,TNI,1+2 Coast,PDO state,Temperature insitu ,Temperature pot,Salinity CTD,Salinity bottle,Density sigma t,Density Kg/L,Oxygen (umol/Kg),Oxygen (umol/L),Oxygen (ml/L),AOU (umol/Kg),Oxygen (mg/L),PO4 [µmol/l],PO4 [µmol/Kg],NO2 [µmol/l],NO2 [µmol/Kg],SiO4 [µmol/l],SiO4 [µmol/Kg],NO3 [µmol/Kg],TCO2,DIC umol kg-1,Alkalinity (umol/Kg) measurement ,Alkalinity (umol/Kg) SW,pH NBS at 25C,pH sea water,pH total,pH plots,CFC12,"WCa at measurement conditions (20°C, P=0)","WAr at measurement conditions (20°C, P=0)",CO32-measurement conditions(µmol/kgSW),HCO3 measurements conditions (µmol/kgSW),WCa at ambient temp and P,WAr at at ambient temp and P,CO32- ambient temp and P µmol/kg SW),d18O,SD ?18O,d18O corr ,SD ?18O,dD,SD ?D,d13C,SD d13C,d13C Cristian,d18O eq calcite Kim and Oneil 1995 Discrimit ,d18O eq calcite Kim and Oneil 1995 d18O cal-d18Osw (theoretical one),d18O eq calcite Kim and Oneil 1995 d18O Equation ,"d18O eq calcite Lynch et al., 1999",d18Oeq Marchitto et al 2014,d18Oeq Marchitto et al 2014 cuadratic,Discriminate,Value discriminate,ESSW,ESSW %,AAIW,AAIW %,PDW,PDW %,STW,STW%,SAAW,SAAW %,Remineralization OMP,Denitrification OMP,Denitrification/100,Extrainfo,Extrainfo2,st,depth ,presure
M93,376.2,CTD/Bottle,*,*,-76.57,-13.72,95,75.69,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,75689.80954,76.112,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.32,,34.97,,26.1,1.026,1.828,1.87572,0.042,249.5517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,0.19,,,,,,,,,,,,,,,,,,,,,,,C1237,,,,
M93,376.2,CTD/Bottle,*,*,-76.57,-13.72,95,75.438,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,75438.42444,75.859,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.32,,34.97,,26.1,1.026,1.741,1.7864,0.04,249.6385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,376.2,CTD/Bottle,*,*,-76.57,-13.72,95,74.969,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,74969.34768,75.387,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.34,,34.97,,26.09,1.026,1.741,1.7864,0.04,249.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,376.2,CTD/Bottle,*,*,-76.57,-13.72,95,74.743,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,74742.56296,75.159,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.33,,34.97,,26.09,1.026,2.002,2.05436,0.046,249.3259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,376.2,CTD/Bottle,*,*,-76.57,-13.72,95,5.297,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,5296.726502,5.324,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,16.31,,34.98,,25.66,1.026,143.6,147.33334,3.299,97.9062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,376.2,CTD/Bottle,*,*,-76.57,-13.72,95,5.421,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,5421.197907,5.449,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,16.4,,34.98,,25.64,1.026,142.816,146.52946,3.281,98.2638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,376.2,CTD/Bottle,*,*,-76.57,-13.72,95,5.395,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,5395.337165,5.423,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,16.4,,34.98,,25.64,1.026,151.304,155.23816,3.476,89.7757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,376.2,CTD/Bottle,*,*,-76.57,-13.72,95,5.327,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,5326.732169,5.354,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,16.43,,34.98,,25.63,1.026,149.563,153.45176,3.436,91.3748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,376.2,CTD/Bottle,*,*,-76.57,-13.72,95,5.22,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,5220.277519,5.247,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,16.43,,34.98,,25.63,1.026,149.824,153.71972,3.442,91.1137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,376.2,CTD/Bottle,*,*,-76.57,-13.72,95,5.316,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,5315.819522,5.343,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,16.46,,34.98,,25.62,1.026,151.435,155.37214,3.479,89.3611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,376.2,CTD/Bottle,*,*,-76.57,-13.72,95,5.425,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,5425.276557,5.453,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,16.47,,34.98,,25.62,1.026,152.958,156.93524,3.514,87.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.07,,,,,,,,,,,,,,,,,,,,,,,C1239,,,,
M93,378.2,CTD/Bottle,*,*,-76.64,-13.75,92,91.033,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,91032.84222,91.551,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.74,,34.97,,26.22,1.026,1.785,1.83106,0.041,252.6046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,378.2,CTD/Bottle,*,*,-76.64,-13.75,92,91.038,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,91037.76619,91.556,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.74,,34.97,,26.22,1.026,1.828,1.87572,0.042,252.5616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,378.2,CTD/Bottle,*,*,-76.64,-13.75,92,90.901,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,90900.55939,91.418,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.74,,34.97,,26.22,1.026,1.785,1.83106,0.041,252.6045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,378.2,CTD/Bottle,*,*,-76.64,-13.75,92,90.661,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,90661.0433,91.177,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.75,,34.97,,26.22,1.026,1.785,1.83106,0.041,252.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,378.2,CTD/Bottle,*,*,-76.64,-13.75,92,90.295,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,90295.17608,90.809,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.75,,34.97,,26.22,1.026,1.785,1.83106,0.041,252.5518,,2.492,2.428849903,4.325,4.21539961,23.215232,22.62693177,18.04027256,,,,,,,,,,,,,,,,,,,,,,,-0.09,0.09,,,,,,,,,,0.55,55.04,0,0,,,0.34,34.31,0.11,10.68,0.67,12.41,0.12,C1249,C1245,,-13.746,92
M93,378.2,CTD/Bottle,*,*,-76.64,-13.75,92,89.939,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,89939.19041,90.451,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.75,,34.97,,26.22,1.026,1.785,1.83106,0.041,252.5515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,378.2,CTD/Bottle,*,*,-76.64,-13.75,92,90.071,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,90071.43419,90.584,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.75,,34.97,,26.22,1.026,1.785,1.83106,0.041,252.5516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,378.2,CTD/Bottle,*,*,-76.64,-13.75,92,90.919,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,90918.55975,91.436,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.75,,34.97,,26.22,1.026,1.785,1.83106,0.041,252.5522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,378.2,CTD/Bottle,*,*,-76.64,-13.75,92,58.032,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,58031.71542,58.357,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.16,,34.97,,26.13,1.026,1.523,1.5631,0.035,250.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,378.2,CTD/Bottle,*,*,-76.64,-13.75,92,58.094,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,58094.32753,58.42,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.15,,34.96,,26.13,1.026,1.523,1.5631,0.035,250.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,378.2,CTD/Bottle,*,*,-76.64,-13.75,92,58.088,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,58088.35882,58.414,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.15,,34.96,,26.13,1.026,1.523,1.5631,0.035,250.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,378.2,CTD/Bottle,*,*,-76.64,-13.75,92,58.115,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,58115.20446,58.441,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.15,,34.96,,26.13,1.026,1.567,1.60776,0.036,250.687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,378.2,CTD/Bottle,*,*,-76.64,-13.75,92,58.271,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,58271.31792,58.598,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.15,,34.96,,26.13,1.026,1.567,1.60776,0.036,250.6872,,2.554,2.489278752,2.581,2.515594542,21.412128,20.86952047,18.20765803,,,,,,,,,,,,,,,,,,,,,,,-0.35,0.11,,,,,,,,,,0.47,47.35,0,0,,,0.38,37.9,0.15,14.76,0.79,12.51,0.13,C1257,,,-13.746,92
M93,378.2,CTD/Bottle,*,*,-76.64,-13.75,92,58.449,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,58449.29941,58.777,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.15,,34.96,,26.13,1.026,1.567,1.60776,0.036,250.6873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,378.2,CTD/Bottle,*,*,-76.64,-13.75,92,58.46,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,58460.22476,58.788,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.14,,34.96,,26.13,1.026,1.567,1.60776,0.036,250.7388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,378.2,CTD/Bottle,*,*,-76.64,-13.75,92,58.185,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,58184.83425,58.511,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.15,,34.96,,26.13,1.026,1.523,1.5631,0.035,250.7311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,378.2,CTD/Bottle,*,*,-76.64,-13.75,92,6.632,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,6631.987972,6.665,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,17.3,,35.06,,25.49,1.025,199.293,204.27484,4.574,37.4841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,378.2,CTD/Bottle,*,*,-76.64,-13.75,92,6.565,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,6565.349238,6.598,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,17.31,,35.05,,25.48,1.025,197.637,202.57776,4.536,39.1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,378.2,CTD/Bottle,*,*,-76.64,-13.75,92,6.63,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,6630.028912,6.663,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,17.31,,35.05,,25.48,1.025,196.591,201.50592,4.512,40.1546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,378.2,CTD/Bottle,*,*,-76.64,-13.75,92,6.825,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,6825.02576,6.859,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,17.3,,35.06,,25.49,1.025,200.382,205.39134,4.599,36.3953,,1.128,1.100487805,1.087,1.060487805,2.26192,2.20675122,5.562234619,,,,,,,,,,,,,,,,,,,,,,,0.72,0.12,,,,,,,,,,,,,,,,,,,,,,,C1264,C1261,,,
M93,378.2,CTD/Bottle,*,*,-76.64,-13.75,92,6.884,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,6883.730128,6.918,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,17.31,,35.06,,25.49,1.025,199.641,204.63212,4.582,37.0906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,378.2,CTD/Bottle,*,*,-76.64,-13.75,92,6.859,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,6858.847041,6.893,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,17.32,,35.06,,25.49,1.025,193.149,197.97778,4.433,43.5368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,378.2,CTD/Bottle,*,*,-76.64,-13.75,92,6.93,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,6930.48669,6.965,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,17.33,,35.07,,25.49,1.025,189.881,194.62828,4.358,46.7449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,378.2,CTD/Bottle,*,*,-76.64,-13.75,92,6.889,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,6888.697867,6.923,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,17.32,,35.07,,25.49,1.025,188.356,193.06518,4.323,48.3156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,380.3,CTD/Bottle,*,*,-76.72,-13.8,112,111.217,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,111217.0867,111.856,19,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.41,,34.95,,26.27,1.026,1.654,1.69708,0.038,254.5181,,2.602,2.536062378,6.676,6.506822612,24.572384,23.94969201,13.3050175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1269,,,,
M93,380.3,CTD/Bottle,*,*,-76.72,-13.8,112,111.176,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,111176.2988,111.815,19,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.41,,34.95,,26.27,1.026,1.611,1.65242,0.037,254.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,380.3,CTD/Bottle,*,*,-76.72,-13.8,112,111.621,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,111620.6503,112.262,19,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.4,,34.95,,26.27,1.026,1.654,1.69708,0.038,254.5713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,380.3,CTD/Bottle,*,*,-76.72,-13.8,112,111.999,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,111999.4157,112.643,19,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.4,,34.95,,26.27,1.026,1.611,1.65242,0.037,254.6146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,380.3,CTD/Bottle,*,*,-76.72,-13.8,112,112.072,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,112072.0673,112.716,19,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.4,,34.95,,26.27,1.026,1.567,1.60776,0.036,254.6587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,380.3,CTD/Bottle,*,*,-76.72,-13.8,112,111.791,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,111790.7347,112.433,19,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.41,,34.95,,26.27,1.026,1.611,1.65242,0.037,254.5615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,380.3,CTD/Bottle,*,*,-76.72,-13.8,112,111.264,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,111263.8548,111.903,19,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.41,,34.95,,26.27,1.026,1.611,1.65242,0.037,254.5611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,380.3,CTD/Bottle,*,*,-76.72,-13.8,112,111.223,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,111223.1309,111.862,19,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.41,,34.95,,26.27,1.026,1.611,1.65242,0.037,254.5611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,380.3,CTD/Bottle,*,*,-76.72,-13.8,112,82.238,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,82238.49285,82.704,19,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.78,,34.94,,26.19,1.026,1.393,1.42912,0.032,252.8282,,2.648,2.580896686,3.428,3.341130604,22.183968,21.62180117,16.22297989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1277,,,,
M93,380.3,CTD/Bottle,*,*,-76.72,-13.8,112,82.205,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,82204.65076,82.67,19,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.78,,34.93,,26.19,1.026,1.436,1.47378,0.033,252.8008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,380.3,CTD/Bottle,*,*,-76.72,-13.8,112,82.678,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,82677.8145,83.146,19,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.76,,34.93,,26.19,1.026,1.48,1.51844,0.034,252.8616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,380.3,CTD/Bottle,*,*,-76.72,-13.8,112,83.234,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,83234.39689,83.706,19,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.74,,34.93,,26.19,1.026,1.393,1.42912,0.032,253.0536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,380.3,CTD/Bottle,*,*,-76.72,-13.8,112,83.119,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,83119.11452,83.59,19,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.75,,34.93,,26.19,1.026,1.436,1.47378,0.033,252.9582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,380.3,CTD/Bottle,*,*,-76.72,-13.8,112,82.457,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,82457.22648,82.924,19,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.78,,34.93,,26.19,1.026,1.393,1.42912,0.032,252.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,380.3,CTD/Bottle,*,*,-76.72,-13.8,112,82.305,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,82304.99675,82.771,19,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.77,,34.93,,26.19,1.026,1.436,1.47378,0.033,252.8531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,380.3,CTD/Bottle,*,*,-76.72,-13.8,112,83.194,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,83193.58816,83.665,19,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.74,,34.93,,26.19,1.026,1.436,1.47378,0.033,253.0106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,380.3,CTD/Bottle,*,*,-76.72,-13.8,112,6.073,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,6072.599037,6.101,19,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,18.41,,35.01,,25.18,1.025,269.093,275.82016,6.176,-37.2263,,0.885,0.863414634,0.115,0.112195122,3.683392,3.593553171,0.577514167,,,,,,,,,,,,,,,,,,,,,,,1.1,0.15,,,,,,,,,,,,,,,,,,,,,,,C1285,,,,
M93,380.3,CTD/Bottle,*,*,-76.72,-13.8,112,6.232,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,6231.852924,6.261,19,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,18.41,,35.01,,25.18,1.025,269.659,276.40074,6.189,-37.7922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,380.3,CTD/Bottle,*,*,-76.72,-13.8,112,5.974,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,5974.05806,6.002,19,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,18.41,,35.01,,25.18,1.025,269.877,276.62404,6.194,-38.0104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,380.3,CTD/Bottle,*,*,-76.72,-13.8,112,5.666,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,5666.494998,5.693,19,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,18.41,,35.01,,25.18,1.025,269.485,276.2221,6.185,-37.6186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,380.3,CTD/Bottle,*,*,-76.72,-13.8,112,5.389,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,5388.79361,5.414,19,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,18.41,,35.01,,25.18,1.025,270.487,277.24928,6.208,-38.6209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,380.3,CTD/Bottle,*,*,-76.72,-13.8,112,5.267,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,5267.364971,5.292,19,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,18.41,,35.01,,25.18,1.025,270.836,277.60656,6.216,-38.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,380.3,CTD/Bottle,*,*,-76.72,-13.8,112,5.532,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,5532.127975,5.558,19,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,18.41,,35.01,,25.18,1.025,269.964,276.71336,6.196,-38.0977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,380.3,CTD/Bottle,*,*,-76.72,-13.8,112,6.037,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,6036.766135,6.065,19,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,18.41,,35.01,,25.18,1.025,270.051,276.80268,6.198,-38.1844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,399.5,CTD/Bottle,*,*,-77.6,-12.53,65,64.92,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,64919.94919,65.284,22,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.06,,34.94,,26.13,1.026,2.96,3.03688,0.068,249.7943,,2.567,2.501949318,2.853,2.780701754,19.707648,19.20823392,19.50901292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1521,,,,
M93,399.5,CTD/Bottle,*,*,-77.6,-12.53,65,64.956,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,64955.73598,65.32,22,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.06,,34.94,,26.13,1.026,3.003,3.08154,0.069,249.7513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
